epoch,accuracy,loss,val_accuracy,val_loss
0,0.4430480897426605,1.7561911344528198,0.6026365160942078,1.2431526184082031
1,0.6733493208885193,0.9209700226783752,0.81732577085495,0.6737940311431885
2,0.7658088803291321,0.6686931848526001,0.887005627155304,0.43854862451553345
3,0.8129862546920776,0.5319346189498901,0.8813559412956238,0.3825696110725403
4,0.8436066508293152,0.46040743589401245,0.9114877581596375,0.30788731575012207
5,0.8645521402359009,0.40036219358444214,0.8907721042633057,0.3479926288127899
6,0.8889886140823364,0.3316955864429474,0.8719397187232971,0.37630656361579895
0,0.4242968261241913,1.7892848253250122,0.6233521699905396,1.0772663354873657
1,0.6281667947769165,1.0340993404388428,0.7834274768829346,0.6409643888473511
2,0.7181328535079956,0.7656760811805725,0.8455743789672852,0.44853970408439636
3,0.772691011428833,0.6239722967147827,0.8832391500473022,0.3525870442390442
4,0.7992220520973206,0.5551408529281616,0.8719397187232971,0.3574962615966797
5,0.8295431733131409,0.47159644961357117,0.9077212810516357,0.2608720064163208
6,0.8463993668556213,0.42690902948379517,0.8983050584793091,0.29272791743278503
0,0.4224017560482025,1.8093076944351196,0.6591337323188782,0.889173686504364
1,0.6070217490196228,1.0875029563903809,0.8003766536712646,0.5150158405303955
2,0.7015758752822876,0.8084814548492432,0.8681732416152954,0.38808032870292664
3,0.743766188621521,0.6854386925697327,0.8700565099716187,0.32016927003860474
4,0.7814681529998779,0.5793178677558899,0.8926553726196289,0.28620386123657227
5,0.8153800368309021,0.5025413632392883,0.903954803943634,0.29059094190597534
6,0.830440878868103,0.4537777900695801,0.9190207123756409,0.21640001237392426
0,0.37791740894317627,1.8967113494873047,0.6384180784225464,0.935296893119812
1,0.5671254992485046,1.1853502988815308,0.8022598624229431,0.590246319770813
2,0.6589866280555725,0.9099453687667847,0.8323917388916016,0.4547332525253296
3,0.7188310623168945,0.7478604316711426,0.8662900328636169,0.38686519861221313
4,0.750049889087677,0.6656371355056763,0.8455743789672852,0.41922250390052795
5,0.7862557172775269,0.57588791847229,0.8549906015396118,0.35468634963035583
6,0.815878689289093,0.5077428817749023,0.903954803943634,0.2529020607471466
0,0.4460403025150299,1.7093747854232788,0.6214689016342163,1.1869250535964966
1,0.6640734076499939,0.9346519112586975,0.7627118825912476,0.7209646701812744
2,0.7536405324935913,0.6912208199501038,0.8549906015396118,0.4998898208141327
3,0.8091961145401001,0.5516647696495056,0.8455743789672852,0.5101943016052246
4,0.8390185236930847,0.4811621606349945,0.8926553726196289,0.35580959916114807
5,0.8687412738800049,0.3833047151565552,0.9114877581596375,0.29727983474731445
6,0.8816078305244446,0.35986655950546265,0.9077212810516357,0.29606398940086365
0,0.427887499332428,1.7486317157745361,0.6572504639625549,1.0902841091156006
1,0.6164970993995667,1.0504631996154785,0.7815442681312561,0.6072764992713928
2,0.7166367173194885,0.7551476955413818,0.8323917388916016,0.4916141629219055
3,0.7753840088844299,0.6268742680549622,0.8738229870796204,0.4612012207508087
4,0.8131856918334961,0.5234552025794983,0.9152542352676392,0.3049471974372864
5,0.835128664970398,0.46515953540802,0.9209039807319641,0.28252825140953064
6,0.8460003733634949,0.4180711805820465,0.9190207123756409,0.25891348719596863
0,0.40055856108665466,1.8833786249160767,0.625235378742218,1.0166081190109253
1,0.5894674062728882,1.133698582649231,0.7758945226669312,0.6144387125968933
2,0.6812288165092468,0.8528964519500732,0.839924693107605,0.41779038310050964
3,0.7416716814041138,0.6912638545036316,0.8681732416152954,0.3381277918815613
4,0.7798723578453064,0.5921391844749451,0.8775894641876221,0.31593871116638184
5,0.7998204827308655,0.5386037826538086,0.8907721042633057,0.2503948509693146
6,0.8256533145904541,0.479094922542572,0.9133710265159607,0.23301297426223755
0,0.4119289815425873,1.8095812797546387,0.6798493266105652,1.006152629852295
1,0.5970476865768433,1.1153963804244995,0.7777777910232544,0.6742192506790161
2,0.6832236051559448,0.8589766025543213,0.7984933853149414,0.5710151791572571
3,0.7454618215560913,0.6924662590026855,0.8662900328636169,0.4127329885959625
4,0.7837622165679932,0.5973762273788452,0.8662900328636169,0.3859398066997528
5,0.8113903999328613,0.5266974568367004,0.8888888955116272,0.29137179255485535
6,0.8312388062477112,0.4795410931110382,0.9001883268356323,0.28225579857826233
0,0.4028525948524475,1.8550432920455933,0.6591337323188782,1.090932846069336
1,0.5943546891212463,1.131551742553711,0.7382297515869141,0.8172900080680847
2,0.6787353157997131,0.8779327273368835,0.770244836807251,0.6671921610832214
3,0.7433672547340393,0.7070340514183044,0.8568738102912903,0.4723997414112091
4,0.7764811515808105,0.607120931148529,0.9001883268356323,0.39478203654289246
5,0.8081986904144287,0.5340123772621155,0.909604549407959,0.3481444716453552
6,0.830939531326294,0.47644907236099243,0.8700565099716187,0.39297235012054443
0,0.42619189620018005,1.77904212474823,0.7156308889389038,1.0700831413269043
1,0.653101921081543,0.9523046016693115,0.8361582159996033,0.539337694644928
2,0.7564332485198975,0.7014244198799133,0.8418079018592834,0.5043282508850098
3,0.8075004816055298,0.5587415099143982,0.8775894641876221,0.38055849075317383
4,0.8478954434394836,0.4416753351688385,0.9171375036239624,0.2493879795074463
5,0.873628556728363,0.380774587392807,0.9133710265159607,0.24670177698135376
6,0.8869938254356384,0.34513798356056213,0.8832391500473022,0.3292809724807739
0,0.40963494777679443,1.8216204643249512,0.6610169410705566,0.8856227397918701
1,0.6049271821975708,1.0808452367782593,0.7947269082069397,0.531495988368988
2,0.6962896585464478,0.8162945508956909,0.8700565099716187,0.3984207808971405
3,0.7535408139228821,0.6619719862937927,0.8888888955116272,0.3112466335296631
4,0.7887492775917053,0.5682073831558228,0.9020715355873108,0.27505162358283997
5,0.8192698955535889,0.4924251139163971,0.9133710265159607,0.2139822542667389
6,0.8447037935256958,0.42685678601264954,0.9284369349479675,0.2090693563222885
0,0.42369839549064636,1.7996418476104736,0.7118644118309021,0.8197228312492371
1,0.6196888089179993,1.0523477792739868,0.8154425621032715,0.5204482078552246
2,0.7174346446990967,0.7723370790481567,0.8474576473236084,0.3704497516155243
3,0.7671055197715759,0.6215207576751709,0.8455743789672852,0.3626187741756439
4,0.7988230586051941,0.5406254529953003,0.8964218497276306,0.29718461632728577
5,0.8294434547424316,0.47428151965141296,0.9133710265159607,0.23388421535491943
6,0.8397167325019836,0.42707496881484985,0.9246704578399658,0.18068860471248627
0,0.3528825044631958,1.965524435043335,0.604519784450531,1.2636059522628784
1,0.5466786623001099,1.2492197751998901,0.7419962286949158,0.8348487019538879
2,0.6481149196624756,0.9580597281455994,0.7683615684509277,0.6851352453231812
3,0.7116497159004211,0.7940709590911865,0.860640287399292,0.48966822028160095
4,0.7591262459754944,0.6724573373794556,0.903954803943634,0.38684630393981934
5,0.7877518534660339,0.6041843891143799,0.887005627155304,0.38113638758659363
6,0.8058049082756042,0.5462212562561035,0.8700565099716187,0.3340758681297302
0,0.42659085988998413,1.7810580730438232,0.6817325949668884,1.005889892578125
1,0.6363455057144165,1.0207849740982056,0.8135592937469482,0.5743343234062195
2,0.7106522917747498,0.7715400457382202,0.8719397187232971,0.42625829577445984
3,0.7752842903137207,0.6225047707557678,0.8757061958312988,0.35715243220329285
4,0.8059046268463135,0.5349646806716919,0.8851224184036255,0.3397819399833679
5,0.8298423886299133,0.4719458818435669,0.9190207123756409,0.2534199655056
6,0.8562737107276917,0.39869460463523865,0.9472693204879761,0.195137619972229
0,0.44155195355415344,1.715658187866211,0.5141242742538452,1.53480863571167
1,0.681926965713501,0.8934778571128845,0.7683615684509277,0.8599126935005188
2,0.7682026624679565,0.6632249355316162,0.8267419934272766,0.5270562171936035
3,0.8123877644538879,0.5461562871932983,0.8681732416152954,0.45081236958503723
4,0.8545780777931213,0.4361537992954254,0.9171375036239624,0.3014442026615143
5,0.8781169056892395,0.37345945835113525,0.8983050584793091,0.32030758261680603
6,0.8889886140823364,0.3498493731021881,0.8644067645072937,0.37546828389167786
0,0.5097745656967163,1.510406255722046,0.7664783596992493,0.57376629114151
1,0.7316975593566895,0.7475842833518982,0.8531073331832886,0.38221031427383423
2,0.8038101196289062,0.5481694936752319,0.8493408560752869,0.3881651759147644
3,0.8375224471092224,0.4648948907852173,0.9020715355873108,0.2933596074581146
4,0.8658487796783447,0.39967188239097595,0.9020715355873108,0.25534647703170776
5,0.8797127604484558,0.3681062161922455,0.9133710265159607,0.2631657123565674
6,0.902553379535675,0.2979211211204529,0.9435028433799744,0.17383325099945068
0,0.3637542426586151,1.966707468032837,0.647834300994873,1.0034128427505493
1,0.5665270090103149,1.220973253250122,0.7721280455589294,0.6792573928833008
2,0.6558946967124939,0.9418739080429077,0.83427494764328,0.4813016653060913
3,0.7130460739135742,0.7714415788650513,0.8719397187232971,0.38693180680274963
4,0.7560343146324158,0.6633283495903015,0.8832391500473022,0.31462621688842773
5,0.7906443476676941,0.5846278667449951,0.8964218497276306,0.3013545572757721
6,0.8098942637443542,0.5364217162132263,0.8775894641876221,0.34322068095207214
0,0.4157191216945648,1.7609434127807617,0.6854990720748901,1.1114046573638916
1,0.6465190649032593,0.9695044755935669,0.8267419934272766,0.6554491519927979
2,0.7497506737709045,0.713874876499176,0.8512241244316101,0.46463543176651
3,0.8013165593147278,0.570030152797699,0.8549906015396118,0.39048337936401367
4,0.842808723449707,0.462804913520813,0.8531073331832886,0.407964289188385
5,0.8648514151573181,0.39651158452033997,0.9077212810516357,0.2766158878803253
6,0.8838021159172058,0.35334208607673645,0.9190207123756409,0.24487094581127167
0,0.4063435196876526,1.8617346286773682,0.6553672552108765,0.944924533367157
1,0.5978456139564514,1.1143089532852173,0.8022598624229431,0.5459923148155212
2,0.6941950917243958,0.821362316608429,0.8305084705352783,0.4270347058773041
3,0.7409734725952148,0.6933190822601318,0.860640287399292,0.35950160026550293
4,0.7812687158584595,0.5896495580673218,0.8945385813713074,0.2819993197917938
5,0.8086974024772644,0.5135383009910583,0.9152542352676392,0.22762466967105865
6,0.8348294496536255,0.45654812455177307,0.8851224184036255,0.30587542057037354
0,0.479353666305542,1.5994701385498047,0.7476459741592407,0.7004367709159851
1,0.7278077006340027,0.7519777417182922,0.8154425621032715,0.5342317819595337
2,0.801516056060791,0.5666391849517822,0.887005627155304,0.2961772680282593
3,0.848992645740509,0.44254449009895325,0.8587570786476135,0.46591952443122864
4,0.8686415553092957,0.394467830657959,0.8851224184036255,0.306840181350708
5,0.8864951133728027,0.341331422328949,0.8945385813713074,0.29355430603027344
6,0.8999601006507874,0.3027290105819702,0.930320143699646,0.21540260314941406
0,0.39686813950538635,1.843196988105774,0.6459510326385498,1.1393635272979736
1,0.5900658369064331,1.136980414390564,0.7231638431549072,0.7534434199333191
2,0.6614801287651062,0.9206339716911316,0.8041431307792664,0.5795013308525085
